Name
백포도농축액
오리가슴살
아스파라거스순
난황
카레
다크 초콜릿 컴파운드 칩
연꽃
도라지농축액
가당팥앙금
유산균발효추출분말
홍삼청
건꽃송이버섯
건조감자플레이크
정제염수
분리대두단백분말
무
귀리분말
땅콩페이스트
밀크향
브로콜리분말
굴분말
무지방우유
녹용추출액
황산알루미늄암모늄
계피가루
가열양념육
소사태
식물혼합추출물
비타민C(고시형)
포도추출분말
꽃게
올레오레진캡시컴
숭어
심황색소
대추추출액
백포도농축과즙
명태알
대두분
야채육수
사철쑥농축액
돼지목살
사과청징농축액
잼
밀글루텐
녹차추출물(고시형)
소잡육
청포도분말
경성가공치즈
레몬과즙
정제소금
L-아스코브산나트륨
연근
산양유분말
버드나무가지껍질추출분말
오이즙
가공소금
반찬
원두커피원액
고과당
황산망간
케르세틴
피칸분태
검정깨분말
L-시스테인염산염
깐마늘
활성글루텐
천연레드RCL
피스타치오견과
5호거번스
청사과향
볶은차나무잎
수수분말
서리태
목화씨기름
굴
쑥가루
프레시마요네즈
기장분말
락색소
과채퓨레 페이스트
혼합가공치즈
찰수수
미강추출분말
볶은들깨가루
콜라겐분말
전분
옥수수향
볶은현미분말
라즈베리퓌레
볶은아몬드분말
건파래볶음
소양지추출액
오징어먹물색소
해물베이스분말엔엠
소곱창
난소화성말토덱스트린(고시형)
버터혼합분말
망고퓌레
레몬밤잎추출분말
가공유지에스테르화유
분유류
커피플레이버
유기농 레몬농축액
헤이즐넛향분말
표고버섯엑기스
포도농축액
비타민B6염산염
아스코르빈산(고시형)
뽕나무열매
땅콩
칡뿌리농축액
황산제일철
black)
쌀겨추출물
블루베리분말
N-아세틸글루코사민분말
유산균배양건조물
상추추출물
석류과즙농축액
산삼배양근생체
올레오레진 진저
혼합장
토마토농축분말
밀전분
홍화색소
연육
홍차분말
떡류
만두
토란줄기
파래김
서양호박분말
시금치추출물분말
자일로올리고당
산성피로인산나트륨
유기농찹쌀현미
Thick-Flo K
청포도농축분말
볶은메밀가루
옥수수수염분말
L-아르기닌(기능성원료인정제2015-19호)
알로에베라겔추출분말
야자유
천연사과향
듀럼밀세몰리나
계피건조
식육가공품
귤착즙액
분말베이스
오자농축분말
효소처리스테비아
어육소시지
맥아추출액
굴농축액
볶은커피
만가닥버섯
튀김류
건조호박분말
파분태
튀긴보리쌀
주정
고사리순
동결건조케일분말
지황뿌리
청포도농축액
난소화성말토덱스트린분말(고시형)
영지버섯
돌미나리
펙틴
결정과당
필리핀레몬열매분말
통팥앙금
프락토올리고당(고시형)
기장
복사나무열매농축액
염화칼륨
잣
당근채
삼씨앗유
바질잎
새우
웰가에스피
핵산아이지
강황추출액
포도과즙
헛개나무농축액
엿류
가공두부
건조난백분말
카라기난혼합제제
초산나트륨
레드비트주스농축
마늘에센셜오일
프레스햄
이산화탄소
사과농축과즙
건조당근분말
상황버섯추출액
탈지분유
호두분태
식품첨가물
소다향분말
황금추출물
옥수수가루
치즈
감귤농축액
식염
녹미
마늘가루
비타민 혼합제제분말
기타설탕
우유단백
케일농축액
당근농축분말
조미시즈닝
에스프레소커피추출액
D-리보오스
비타민 A
고추장
아몬드페이스트
아세틸아디프산이전분
계란흰자액
초록입홍합분말
DL-사과산나트륨
바나나농축액
쌀발효분말
건조사과
건양파분말
절임배추잎
멸치젓
세부원재료
고올레산해바라기유
치즈분말베이스
옥수수단백추출물분말
메밀가루
식용색소황색제4호
쉘락
강력분
dl-α-토코페릴아세테이트
율무
마카다미아페이스트
건조당근조각
분말셀룰로스
현미유
비타민B1질산염
연어
연두순
발아현미
계란노른자
오미자농축액
강력쌀가루
볶음대두분말
중력분
야채믹스
다시마분말
나한과분말
커피원두추출액
N-Acetylglucosamine)(고시형)
강낭콩앙금
산분해간장
보리순
절임식품
파인애플엑기스
육개장양념
회향분말
비타민D3
간장베이스
산화아연
딸기향
김치류
압착귀리
발효현미
튀김땅콩
바지락살
대구
토마토케찹K
스테비아추출물
여주추출분말
체리농축분말
모노팔스120
스피룰리나색소
화이트초콜릿
과.채가공품류
젓갈
돼지피
건미역
헤이즐넛향
황산칼슘
고구마앙금
흑삼농축액
이.디.티.에이.칼슘이나트륨
탄산칼슘
홍삼액
정향나무분말
유동파라핀
미림
탁주
수삼(고시형)
사과주스
향료
타피오카전분
구연산삼나트륨
크림발효유
흰다리새우
메밀꽃
돌김
양배추즙
조미오징어
삼치살
하얀설탕
자몽과육
고추
석류농축액
누룩
콜라향
배추김치
면류알카리제
볶은흑미분말
식용유지류
건표고버섯
사과식이섬유
비타민 B1염산염(고시형)
비타민E
천연오렌지향
향료(커피향)
탄산음료류
오렌지껍질분말
볶은참깨
동결건조로얄젤리
태웅
해바라기씨유
구연산(무수)
조미용페이스트
베이컨류
맥주효모추출물
알긴산프로필렌글리콜
식물성크림
기타코코아가공품
대추
대왕오징어귀
Thick Flo-K
폴리소르베이트80
피쉬콜라겐펩타이드농축액
올레오레진로즈메리
은행분말
황기
양파분말
로즈힙분말
건새우
산작약뿌리
생크림
흑마늘추출물분말
호떡속
생강농축액
감초농축액
치자황색소
젤라틴
포도과피색소
사카린나트륨
은행
호박
분말비타민D3혼합제제
닭발
혼합조미료
돼지갈비
빵류
오리엔탈드레싱
붉은메기살
감귤향분말
호밀분말
양념소스베이스
3종 혼합유산균
숙주나물
더덕
초유단백분말
된장
홍삼농축액(고시형)
쑥농축액
천연얼그레이향
리큐르
카라멜색소분말
닭가슴살
비오틴 혼합
소스베이스
바닐라향
녹용혼합추출액
로즈마리잎
액젓
혼합제제류
천연착색료혼합제제
밀크씨슬(고시형)
아라비아검
식물혼합추출액
비타민혼합제제
흑홍삼추출액
우엉농축분말
눈꽃동충하초농축액
아보카도열매
뽕나무어린가지
스테아린산마그네슘(고시형)
파인애플농축과즙
흑미
N-아세틸글루코사민
건조비트루트
사과
볶은흑미
소금
쌀보리
연어살
보스웰리아분말
바나나맛분말
전란액
시트러스향
육수
밀가루
천연착향료
식용얼음
국류
농후크림발효유
햄
탄산수
지황농축액
가바
그린올리브
동부앙금
카제인나트륨
가시오갈피열매
비오틴
홍삼추출분말
율무추출분말
무청분말
건파
고구마
분리완두단백
퍼플칼라
찰보리쌀
카페인
재제소금(재제조소금)
배
마늘분태
볶음땅콩분태
L-프롤린
양파엑기스
한라봉당절임
사골육수
바베큐맛시즈닝
청매실
영지버섯식초
블루베리향
흑삼
잇꽃씨앗
냉동돼지고기
밀크향분말
비타민 B6 염산염
당침생강
니코틴산아미드
소앞다리살
레몬즙
뉴비트뿌리
당면
사철쑥분말
팜올레인유
조미액젓
마가린
캐모마일추출물분말
석류향
베타믹스
L-카르니틴
아마씨앗
작약뿌리
기타 수산물가공품
백설탕
유산균효모혼합액
에리토브산나트륨
구운피칸
식물혼합추출물분말
녹차농축액
멸치다시마육수
참취잎
조미쥐치포
홍삼혼합액
연근분말
돌콩분말
향미유
당근
장어추출물
새송이버섯
레몬페이스트
후추열매
현미멥쌀
냉동양파
생강즙
5-리보뉴클레오티드이나트륨
생선콜라겐
홍삼농축액분말
Thick flo-K
백포도과즙
식용색소적색제40호
볶은개암분말
변성전분
가자미
소보로
포도향분말
가공유지
구운피스타치오
차전자피식이섬유(고시형)
흰강낭콩추출물
당액
후추추출물분말
유럽물레고둥
전칠삼뿌리
아몬드슬라이스
천연향료(Lemon)
에둘리스시계꽃농축액
조개
토마토착즙액
노니열매
알가공품
해양심층수농축수
수수쌀
사과농축분말
자일리톨혼합제제
카카오분말
한식된장
헤이즐넛 향료
게살
풋고추
제삼인산마그네슘
맵쌀
케일잎
해바라기유
대두분말
참깨향
제일인산칼륨
약콩
보스웰리아추출물
깐새우살
볶은쌀
대보농축액
연꽃씨앗(심제외)
L-로이신
검정콩분말
칡발효액
사과맛분말
메타인산나트륨
주류
멸치분말
가공치즈
천궁뿌리줄기
향신료039
카놀라유)향
홍미
콩나물
조미복합분말
다진대파
좁쌀
그린콩꼬투리
혼합제제비타민B
난백분
소고기분말
비타민 C 분말
생녹용
서양호박
혼합프레스햄
분쇄가공육제품
절단낙지
명태
인삼뿌리
라디치오잎
유청칼슘
마카추출분말
안나토색소
석류착즙액
유자분말
산화아연(고시형)
갯실새삼씨앗
바나나
시금치
결정셀룰로스
저지방마가린(지방스프레드)
오징어채
탄산칼륨(무수)
5'-리보뉴클레오티드이나트륨
블루베리농축액
알로에향
미나리
건포도
Lactiplantibacillus plantarum
다진마늘
간마늘
참당귀추출분말
혼합곡물
가지
오미자추출액
냉동파
바지락
히알루론산혼합제제
명태곤이
볶음보리분말
폴리덱스트로스
마늘농축액
건조스타아니스열매
프로테아제(세균성)
프로바이오틱스분말(고시형)
비타민 C
볶은기장
맥아
프로폴리스추출물(고시형)
겨자
마늘엑기스
자일리톨
염화암모늄
대추농축액
팥농축분말
유자과즙분말
자몽종자추출물
청치커리
수크랄로스
해바라기유(압착해바라기유 포함)
보리수나무열매농축액
팽화미
녹차가루
치킨엑기스
무뿌리
프로테아제
수산물가공품
액상차
개량메주
냉동서양호박
렌즈콩분말
홍삼발효농축
그릴패티
고등어살
간양파
매실농축분말
눈다랑어
과.채가공품
로즈마리추출물
우유분말
헛개나무과병추출분말
에둘리스시계꽃퓌레
구운캐슈
황태포
건조다시마
프로피온산칼슘
구운아몬드슬라이스
기타엿
루꼴라잎
말토덱스트린혼합제제
에스프레소 커피추출액
짜장분말
덱스트린
축산물가공식품
양배추농축액
글리세린
6년근(고시형)
나무토마토열매
겨자분
미삼뿌리
흑마늘
건조바질
옥수수냉동
사과퓌레
육두구분말
자몽농축액
곡물발효효소분말
향신료올레오레진류
감귤과즙분말
홍삼혼합추출액
나한과추출물분말
닭다리살
글루콘산
재래김
강황가루
파라옥시안식향산에틸
불린건조무청
호박산이나트륨
흑삼분말
우엉
포도열매
보리쌀
토하
L-테아닌(고시형)
분말한천(고시형)
검은깨
염화마그네슘
구운양파조각
카라멜색소 I
베타인
젓갈류
바닐라빈추출물
느타리버섯식초
홍차엽
꿀코팅
냉동연육
기타소금
돼지목전지
생강
청국장
소고기
체리향
쌀가루
비타민D3혼합제제
비타민C
치킨농축액
통밀
가공유크림
효모식품
칡뿌리
토마토과육
천궁추출액
파스타류
소다향
유크림
수박농축액
찹쌀풀
대두기름
찹쌀땅콩
L-주석산수소칼륨
영귤열매
돼지고기
코코아가공품류또는초콜릿류
염장새우
용안향열매
레몬향
식육함유가공품
대파분말
딸기레진
유당
아스파탐
볶은율무
유단백분말
매실청
게농축액
초록입홍합동결건조분말
비타민B12
쇠고기브이용
헛개나무혼합추출액
양배추추출액분말
셀룰라아제
춘장
천일염
냉동당근
눈꽃동충하초복합추출액
식물성크림혼합분말
망고향
파프리카분말
밀가루류
라임농축액
제삼인산칼슘
다시마육수
맥아농축액
폴리인산염
건조블루베리
자색고구마가루
대두갈치
볶은참깨가루
단풍당시럽
사과농축액
이노시톨
크림치즈분말
스테아린산마그네슘
과자류
조미김
초콜릿
채종유(유채유 또는 카놀라유)
카라멜
찰기장
참나물
동결건조딸기다이스
비타민 B2 인산에스테르나트륨
냉동쑥
무화과
유자절임
홍피망
오렌지
두류가공품
블랙엘더베리추출물분말
팥농축액
천연향료
소시지류
용안헛씨껍질
파프리카오일
소라살
흰강낭콩
혼합농축액
홍화황색소-200
6년근
기타가공품
비트루트분말
과당
효모추출물제품
쇠고기농축액-K
비타민A혼합분말
코코넛분말
엽산
산양유
야채혼합농축분말
드레싱류
저감미당
바닐라향혼합제제
검정깨볶음
콘푸레이크
계란흰자
비타민미네랄혼합제제
건조코코넛분말
침향나무수지가침착된수간목
쌀단백분말
블루베리맛분말
감태추출물분말
건조감자분말
해바라기씨앗분말
사과즙
마스카포네치즈
글루코노-δ-락톤
자색고구마
피칸견과
매실농축액
체리주스
블루베리주스농축액
건조참취
레드자몽농축액
도라지뿌리추출액
사이다향
글루코만난
세척당근
마
식물성경화유지
유자청징농축액
뉴그린잎
복분자딸기과즙분말
효모처리스테비아
분말비타민A혼합제제
핵산
천연딸기향
히드록시프로필메틸셀룰로스
침향나무수지가침착된수간목추출액
산호분말
오미자열매
천연첨가물
희석초산
도라지뿌리
카르복시메틸셀룰로오스
당침레몬
볶은커피원두
셀러리
DL-사과산
후추
건조무청
율무분말
잼류
당귀혼합추출물
다시마
산화전분
아몬드분말
건조냉동감자
콩가루
계란노른자액
엘라스틴가수분해물
혼합식육추출가공품
사과착즙액
가공두유
신양벚나무열매농축과즙
마늘플레이크
소시지
치자그린색소
감귤류추출액
인산
올레오레진파프리카
자몽식이섬유
버터향
농축과채즙(또는과채분)
식용돈지
레몬껍질
표고버섯추출물
쇼트닝
마분말
과일혼합분말
식품첨가물혼합제제
로커스트콩검
감자전분시럽
밤다이스
건다시마분말
사골엑기스
베이킹파우더
커피향분말
탄산음료
박력쌀가루
산사나무열매
칡가루
럼향
석창포추출물
마늘종
자몽향1분말
소연골분말
치자청색소
팜쇼팅
천연향신료
산삼배양근추출액
냉동마늘
감귤과즙
아티초크추출분말
오징어
아세설팜칼륨
황금추출물분말
새우엑기스
적근대
에스500키모
생강착즙액
홍삼혼합농축액
mountain)
복합시즈닝
수수
모조치즈
수박추출물
엉겅퀴분말
동결건조로얄젤리분말
배퓌레
누룽지분말
발아현미분말
히알루론산
마카뿌리분말
케일즙
폴리소르베이트20
발효영양원
절임총각무
조미건어포
유자청
볶음풍미유
미역귀
사탕무뿌리
느타리자실체
과라나추출액
분리대두단백
갓
돼지소창
타이핫소스
차조분말
쇠무릅뿌리추출분말
맥아엑기스
구연산칼륨
트레할로스
블루베리추출분말
강낭콩
납작보리
볶음아몬드분태
멸치액
바나나레진
양배추플레이크
파슬리플레이크
볶은현미분태
수산화마그네슘
당절임
멘톨향
대두비지
메밀
생선콜라겐분말
겨자페이스트
헤미셀룰라아제
홍삼(고시형)
반건조토마토
프로폴리스분말
갈락토올리고당
타라검
유산균
식용색소적색제40호알루미늄레이크
매실농축
불린고추
캔디류
아로니아열매
적양배추
셀러리분말
고구마전분
밀쌀
쌍화농축액
혼합소금
로즈힙추출물분말
양파퓌레
갈근숙지황혼합추출 농축액
농어
커피농축액
오미자추출물
조림류
무분말
한천
식용달팽이추출물분말
토마토케첩
골든사과농축액
감자전분
가다랑어
일반증류주
사과다이스
과자
배추잎
신선편의식품
귤껍질분말
청경채잎
찹쌀분말
자색고구마색소
혼합과일향
옥수수그릿츠
조제해수염화마그네슘
카로틴
기타식용유지
석류과즙
깐양파
코코넛크림분말
볶은헤이즐넛
커피향
말티톨시럽
석류향분말
땅콩기름
대파농축액
밀분해추출물
유채유
원유
밀식이섬유(고시형)
녹두가루
전분류
유청단백분말
볶은밀
설탕
고등어
기타올리고당
녹차추출물
초산
고구마분말
농산물조림
계란
찰흑미
기타 식용유지가공품
파인애플열매
시클로덱스트린액
향료제제
스위트칠리소스
발효종
분말결정포도당
보리가루
블랙베리열매
유바
로즈마리분말
무지방우유함유프리마
합성커피향
유자향
건고추링
비트루트뿌리
도토리앙금
커피엑기스
산수유추출분말
알파옥수수전분
구연산
지황
Indian barberry열매
사과과육
맥아호밀가루
계피엑기스
자일로스슈거
레드비트뿌리
호화쌀가루
레몬시럽
오렌지식이섬유
오이피클
알함유가공품
미나리분말
세븐베리농축액
찰옥수수
염화칼슘
고추씨앗가루
스테아릴젖산나트륨
레드비트분말
건조관자
바니린
생선콜라겐펩타이드
팽창제제
홍화황색소
농후발효유
비타민E호합제제
블랙커런트색소
오렌지주스
홍합분말
쌀조청
호박가루
다시마농축액
땅콩버터
비트레드
규소수지제제
보리순주스분말
어육살
황파프리카
치자
콜라겐
결명자열매
인삼열매농축액
사과향
치아씨앗
건조표고버섯분말
레몬원액
상추
밀
흑마늘농축액
근대잎
완두
안식향산나트륨
멸치엑기스
건브로콜리분말
훈제오리
가시오가피숙지황 복합추출물분말
발효홍삼추출액
삼치
냉동굴
양조식초
유산균혼합분말
카라멜색소비에이
비타민 B2
고형차
쌀추출액
인삼
브로콜리
게향
뽕나무잎가루
명일엽분말
김치
버터크림
천연향료(Lemon peel)
가공초콜릿
식용색소
감초뿌리
천연향료(Coriander)
요거트향
홍차추출액
조미아미노산간장
밀크초콜릿
결명자잎
판토텐산칼슘
들기름
젖산
아황산나트륨
상황버섯식초
조미액
토마토열매
응고제
오징어귀
혼합야채
커피추출액
동결건조딸기분말
블루베리열매
홍삼분말
구기자나무뿌리
맥아추출물분말
돼지창자
월계수잎분말
라즈베리열매
베리류색소
녹두전분
콩코드포도농축액
아일랜드베이스
녹차추출물분말가루
DL-알라닌
홍고추
보리순분말
사카린나트륨제제
구기자나무열매
소양지
타마린드검
복분자향
간장베이스액
서류가공품
청양고춧가루
콘플레이크
치커리식이섬유
테아닌
멥쌀
다시육수
생치즈
계피가지
강화쑥
글루콘산아연
드레싱
계피추출물분말
커피땅콩
땅콩견과
오렌지착즙액
그릴버거패티
발효홍삼농축액
스테비텐후레쉬
비타민 E 혼합분말
소고기엑기스
쇠무릅추출물분말
셀레늄(고시형)
복분자딸기추출물분말
잔탄검
체리농축액
탄산수소암모늄
옥수수수염추출액
기타밀가루
커스타드크림
황산마그네슘
알파미분
당근추출액
호두페이스트
정제대두유
흑미찹쌀
밤향
냉동부추
파마산치즈분말
볶은현미
산도조절제
사양벌꿀
로즈힙추출물
L-라이신염산염
건조코코넛
민들레추출물분말
Aspergillus oryzae
햄버거
검정콩
베트남로부스타
백태분말
고량강뿌리줄기추출분말
발효대두농축고형분
파인애플추출분말
폴리글리세린지방산에스테르
망고다이스
명일엽
해바라기씨앗
양송이버섯
간장
과산화초산
시클로덱스트린시럽
매생이
발효조성액
커피분말
애호박
닭고기
채종유(유채유또는카놀라유)
홍차추출분말
구연산(결정)
호박씨앗
바닐라빈
배착즙액
혼합분말믹스
분말스프
귀리플레이크
레몬농축액
식물성경화유
연성가공치즈
아미노산혼합분말
양배추
베이크드빈스
깐밤
레몬주스
L-티로신
목이버섯
동충하초 용초추출물
굴소스분말
양조간장원액
팔라티노스
구운아몬드
무수구연산
상어연골분말
스테비올배당체
청피망
유청분말
감자플레이크
건조덩굴월귤
멸치
자연치즈
찰현미
소목뼈
볶은보리추출분말
육수농축액
대두단백
홍국쌀
콩기름(대두유)
볶음밥조미액
레몬농축분말
소정육
카사바분말
냉동무청
옥수수전분
파인애플향
글리세린지방산에스테르
배즙
볶은해바라기씨앗
조
피망
헛개나무열매
고추씨기름
녹두
럼레진
올리브유
기타 동물성가공식품
엘라스틴
홍파프리카
히알루론산(고시형)
유탕면
당근분말
흰점박이꽃무지유충농축분말
물엿
타르색소제제
밥류
건당근
닭
쑥향
스모크햄
토마토페이스트
올리고당가공품
과채음료
옥수수
건조후추
돼지지방
참깨
수산화나트륨
올레오레진 캪시컴
절임오이
천연색소
사골농축액
브로콜리추출물분말
주요
볶은수수분말
생강추출액
건대추
블랙올리브
가리비
오뚜기굴소스
당근즙
팽화미분말
시리얼류
두부류또는묵류
액상포도당
프락토올리고당
산성아황산나트륨
시클로덱스트린
계피농축액
당근추출분말
팥앙금
필리핀레몬열매농축액
볶음퀴노아분말
혼합허브추출물
다시마추출액
피쉬젤라틴
코코넛오일
쇠고기맛국물내기
한식간장
아질산나트륨
비타민C혼합분말
건지황농축액
사과과즙분말
용설란시럽
황금혼합추출물
가공연유
정제염
전지분유
합성보존료
타임
모창출뿌리줄기
저당
현미
사탕수수가루
폴리글리시톨시럽
향신료가공품
삶은고사리
멸치육수
꽈리고추
홍삼향
녹차추출물분말(고시형)
분리유단백분말
코코넛주스
볶은렌즈콩
이집트콩씨앗
크림소다향
치커리잎
오렌지제스트
그린색소
짬뽕베이스분말
알로에베라겔주스
마테추출물분말
홍고추페이스트
레몬밤추출물
D-자일로오스
덩굴월귤
카라멜색소 Ⅳ
건양배추
양념
쇠무릅분말
사철쑥엑기스
혼합유지분말
검정콩볶은가루
알가열성형제품
당침통팥
아몬드
대두앙금
피스타치오견과분말
이성화당
실꼬리돔연육
복합양념
맛베이스
복숭아농축액
버터
건조오레가노
마요네즈
D-소비톨액
우유
냉동라즈베리
송편속
기타과당
넙치살
조제겨자
찰보리가루
식이섬유(고시형)
감귤껍질
사골엑기스HF
구아검
율무쌀
수박주스
고추맛기름
닭안심
갈색설탕
소스류
양파농축액
소브산칼륨
냉동새우
렌즈콩씨앗
알로에분말
비타민D3 분말
치즈혼합분말
유채유(채종유
건조효모
태움용융소금
당근향
댕댕이나무열매
울금덩이뿌리
콩발효추출물(기능성원료인정제2007-10호)
꿀땅콩
분말카라멜
탄산나트륨
호박농축액
인스턴트커피
프로폴리스추출물분말
서양자두주스
카레분말
밀리타리스동충하초
분말비타민A
산사나무열매추출분말
백미후추분말
땅콩 또는 견과류가공품
바나바잎추출물
볶음류
파프리카
L-아스파트산
볶음춘장베이스
둥근전복
난황액
양파청
망고과즙분말
건면
혼합식용유
복분자혼합액
베타카로틴(고시형)
석류농축분말
유자착즙액
압착올리브유
유함유가공품
유산균음료
대추분말
팜유류
유단백가수분해물
건조당근분태
요구르트향분말
브라질넛견과
서양자두농축분말
차카테킨
남가새추출분말
산양산삼추출액
비타민믹스혼합제제
약쑥잎
다진양파
구이류
헛개나무열매분말
적로메인상추잎
젤란검
기타 농산가공품
말토덱스트린
조직대두단백
L-알라닌
초피나무열매
쑥갓잎
자주색고구마색소
목화씨앗유
쥬키니호박
적포도발효농축액(기능성원료인정제2014-30호)
탈피들깨가루
카복시메틸셀룰로스칼슘
l-멘톨
아셀렌산나트륨
아로니아 추출물
망고농축액
탄산수소나트륨
쌀
시금치플레이크
흑후추가루
비타민B1라우릴황산염
절임양배추
오레가노분말
건조난황분말
탈지대두분말
이스트믹스
L-글루탐산나트륨제제
딸기
들깨가루
홍삼농축액
청양고추
영양강화밀가루
글루코사민황산염분말(고시형)
로즈마리추출물분말
비타민D3혼합제제분말
탈피렌즈콩
베이킹파우더포뮬러
숙지황등혼합농축액
소고기엑기스-1
사이다
당귀농축액
피홍합
유산균배양액
건미역플레이크
귀리식이섬유(고시형)
더치커피추출액
볶은연꽃씨앗분말
액상과당
카레(커리)분
찹쌀
홍삼추출액
복숭아향분말
유기농포도농축과즙
전두부
패각분말
혼합야채분말
Lacticaseibacillus rhamnosus
양조간장
아라비아검(고시형)
정제효소제
비타민 B12 혼합제제분말
조미대두단백JNM
크롬효모
누룽지
메디락골드
연잎
동치미육수
추출가공식품
비타민B12혼합제제분말
레몬착즙액
포도씨유혼합유지
제3인산칼슘
β-글루카나아제
알파쌀분말
건마늘조각
카복시메틸스타치나트륨
절임류
주꾸미
천마추출액
나린진
오렌지향
유청
오갈피나무
도라지분말
수산화칼슘
파인애플과즙분말
건양배추그릿츠
강낭콩분말
칼슘(고시형)
호두
시계꽃추출물
참기름
레몬농축과즙
딸기퓌레
식초분말
인절미향
글리신
카나우바왁스
볶음야채
밤농축액
애프리코트 혼당
히비스커스꽃받침추출분말
토마토색소
호박추출물
굴추출농축액
박력분
식용해조류(고시형)
적치커리
5종혼합유산균
볶음땅콩
아미노산혼합제제
딸기농축액
간생강
블랙당근농축액
건어포
생강페이스트
옥수수오일
청상추
산양삼추출액
식육추출가공품
귤피혼합추출물
소설도
음료베이스
마카농축액
케일착즙액
마카뿌리
당류가공품
혼합올리브유
옥수수기름(옥배유)
폴리글리세린축합리시놀레인산에스테르
전란
가염난황
드링크향
환원무지방우유
돼지삼겹살
배향
글리세린초산지방산에스테르
요구르트향
감초추출물
후추가루
폴리글리시톨액
골든시럽
비타민B2
간장분말
개량제
카라멜색소 Ⅲ
오이
미숙여주주정추출분말(기능성원료인정제2020-14호)
매실분말
Clostridium butyricum strain Miyairi
명태연육
맥문동뿌리
건생강분말
탈지분유분말
미림향
차조
정제수
기타 어육가공품
소내장
식용유지가공품
향미유씨
올레오레진 로즈메리
배추우거지
니코틴산아미드혼합제제
전분가공품
유자과즙
스모크향
젖산칼슘
히비스커스꽃잎추출액
볶은아몬드
뚱딴지
아보카도오일
기타면류
백후추 향료
혼합간장
대파
유단백농축분말
다진오이피클
건조무화과
옥수수수염추출물
대두레시틴(고시형)
황다랑어
캐슈견과
체리열매
야채수추출액
화학적합성품
산화마그네슘
수박분말
건파슬리플레이크
곡물혼합분말
규소수지
흑후추
대나무잎추출물
우유단백질
액상베이스
소스
밤
레몬향분말
강황추출물분말
절임배추
칡농축액
바질분태
냉동감자
홍차향
이산화티타늄
영지버섯추출물
콘스타치(고시형)
대나무수액
에탄올
면류첨가알칼리제
구운아몬드분태
프로폴리스
건더기스프
파슬리잎
냉동블루베리
부추
난백액
호두살
천연망고향
미르틸루스산앵도농축분말
커피원두
유화제
바닐린
난백
자두농축액
둥굴레분말
농축대두단백
머스켓향
렌즈콩
열대과일혼합농축액
통밀가루
토마토농축퓌레
동결건조딸기
양념육
쌀그릿츠
당시럽류
늙은호박추출액
전란분
향신료조제품
오르니틴염산염
비씨에이에이
통보리
식물성혼합추출액
소세지빵용시즈닝
건살구
대두볶음
효모
